TXT003,TXT012,TXT013,TXT014,TXT015,TXT016,TXT017,TXT018,TXT019,TXT020,TXT021,TXT022,TXT023,a1,a2,a3
40013,Planteamiento del problema de investigación y desarrollo del marco teórico,"Construye la descripción de la realidad problemática, el planteamiento del problema, la definición de objetivos, limitaciones, así como también afina el desarrollo de los antecedentes de la investigación y fundamentos teóricos.",4,Metodología de la investigación y desarrollo de técnicas y herramientas,"Concreta el tipo, enfoque, diseño y nivel de la investigación y en base a ello, define las técnicas a aplicar. También construye las herramientas para la recolección de datos.",3,Cierre de las investigaciones y revisión editorial,"Concreta las ideas finales de la investigación y redacta de manera formal la investigación, respetando el protocolo de investigación de Escuela ISIL.",3,Defensa y difusión de la investigación,Conoce y aplica las fases de la sustentación argumentando el contenido de su investigación,4.0,,,
40014,El nuevo contexto empresarial,Reconoce la relevancia y la necesidad de incorporar los aspectos ambientales y sociales en la gestión de las empresas.,3,La gestión del cambio en la sostenibilidad,Gestiona los elementos humanos que aseguran el éxito de la transición a la sostenibilidad.,4,La estrategia de sostenibilidad,"Identifica los elementos clave de un negocio sostenible, y cómo hacer la transformación organizacional hacia él.",4,Fundamentos de finanzas sostenibles,Conoce las oportunidades financieras de la sostenibilidad y analiza los diferentes productos y servicios financieros.,3.0,,,
40015,Factores que promueven el cambio en las organizaciones,"Identifica los principales factores que se dan en el entorno externo e interno, que generan el cambio en las organizaciones.",4,Transformación Cultural y estructuras organizacionales,"Identifica el proceso de Transformación de la cultura organizacional desde la gestión de los supuestos, valores y artefactos.",3,Los movimientos de cambio,"Identifica los diversos estilos de liderazgo y su influencia para que una idea se convierta en una moda, una tendencia y finalmente un movimiento de cambio generalizado.",4,Comunicación del Cambio,Aplica el modelo de comunicación adecuado para promover el cambio (modelo del círculo de oro).,3.0,,,
40016,Introducción al pensamiento sistémico,Valora la importancia del pensamiento sistémico para afrontar problemas recurrentes y novedosos frente a los cambios del entorno.,4,Proceso del pensamiento sistémico,Explora y aprovecha los desafíos futuros frente a problemas predecibles y no predecibles en su entorno.,3,Herramientas claves para el uso del pensamiento sistémico,Resuelve problemas en su entorno haciendo un análisis causa y efecto de las decisiones a tomar.,4,Generación de valor a través del pensamiento sistémico,Promueve ideas y propuestas estratégicas que ayudan a encontrar el camino hacia la resolución de un problema y/o comprensión del entorno.,3.0,,,
40017,Fundamentos de la Experiencia del Consumidor (CX),Identifica los conceptos principales y la terminología base de CX.,4,El Journey del Consumidor,Analiza la interacción del consumidor con los puntos de contacto en las estrategias de Marketing Omnicanal y genera su Customer Journey Map.,3,El Diseño de Experiencias,Aplica metodologías que parten del conocimiento del consumidor y apuntan a la generación de nuevas fuentes de valor o a la excelencia operacional.,4,El gobierno en las organizaciones Customer Centric,Gestiona los recursos y las decisiones de una organización colocando al consumidor en el centro.,3.0,,,
40018,"La Sostenibilidad, historia, riesgos y oportunidades",Reconoce la relevancia que los aspectos ambientales y sociales tienen en la gestión de un producto o servicio.,3,El marketing sostenible y sus aplicaciones,Explora el concepto de marketing sostenible y cómo se ha venido implementando a lo largo de las últimas décadas.,4,El consumidor sostenible,Investiga sobre las características del consumidor sostenible y cómo conectar con él.,3,La comunicación de la sostenibilidad,Analiza los conceptos clave relacionados con la comunicación efectiva de los atributos sostenibles de los productos y servicios de la empresa tanto a los clientes finales como al resto de stakeholders.,4.0,,,
40019,Introducción al concepto marca,"Identifica los conceptos claves del proceso de branding como activo de valor intangible, desde la construcción de un proceso visual, creativo, y gráfico.",4,Desarrollo de la estrategia de la marca,"Entiende el valor del desarrollo de una estrategia de marca para los productos, servicios y la corporación vinculando los diferentes tipos de Marketing.",3,Ejecución de la estrategia de la marca omnicanal,"Analiza el valor de la ejecución con visión de marcas sólida, consistente en todos los canales promocionales externos como dentro de los activos intangibles de la corporación.",4,Branding Digital,Desarrolla una visión de experiencia de marca para consolidar la marca como experiencia e influencia en esta era de contenidos e historias.,3.0,,,
40020,Omnicanalidad,Identifica las herramientas y metodologías necesarias para ejecutar iniciativas de Marketing 360.,4,Big Data y Cloud,Descubre las capacidades y recursos tecnológicos que hacen posible construir infraestructuras complejas de inteligencia comercial.,3,Inteligencia Artificial,Analiza casuística de uso de modelos de machine learning en el desarrollo y optimización de estrategias de Marketing.,4,IOT y Blockchain,Conoce las tecnologías disruptivas que van a reconfigurar el panorama del marketing mundial y van a obligar a las empresas al desarrollo de nuevas capacidades.,3.0,,,
40021,Introducción al ecosistema digital,"Conoce las definiciones relacionadas al ecosistema digital, propósito, ventajas y la implementación para todo tipo de negocios.",3,Creación del ecosistema digital,"Diseña las características para crear un ecosistema digital adecuado, con estrategias y acciones definidas que permitan lograr una mayor eficiencia en el uso de los recursos de la marca.",4,Estrategias para la creación de un ecosistema digital óptimo,"Diseña las estrategias para crear un ecosistema digital adecuado, con acciones definidas que permitan lograr los objetivos planteados.",4,Desarrollo y presentación del Ecosistema digital,"Asume la responsabilidad de manejar un proyecto de ecosistema digital con herramientas, plataformas y estrategias que respondan a los objetivos de la marca.",3.0,,,
40022,Introducción a la generación de Contenido,Identifica los conceptos principales del marketing de contenidos mediante metodologías de comunicación de marca.,3,Creación de contenido en formato Texto - Imagen,Identifica los formatos de texto e imagen existentes en la generación de contenido.,4,Creación de contenido en formato Audio - Visual,Identifica los formatos de comunicación con iconografías y versiones de manuales digitales existentes.,4,Creación de contenido en formato Texto - Infografía,Identifica los formatos de video y sonido de generación de contenido.,3.0,,,
40023,Atributos y valores de marca,Identifica los principales conceptos para la generación de una propuesta de valor integrada a la visión de marca y desde la óptica del cliente.,3,Conductores para una comunicación de marca,Identifica los principales conductores de información para desarrollar una estrategia aplicada a lo largo del customer journey map.,4,Fundamentos para la creación de una matriz de contenidos,Aplica metodologías para desarrollar e implementar una matriz de contenido desde la conceptualización Inbound.,3,Estrategias digitales para la comunicación de marca,Genera síntesis que le permitan aplicar la estrategia de comunicación de marca a través de publicidad pagada en sus diferentes formatos.,4.0,,,
40024,Fundamentos de la comunicación de crisis,Reconoce las variables claves para considerar un acontecimiento como una crisis de carácter comunicacional.,4,Preparación para afrontar una crisis comunicacional,Comprende la importancia de la preparación tanto de la organización como de sus voceros para afrontar satisfactoriamente una crisis desde el punto de vista de la comunicación.,3,Gestión de la crisis a niveles estratégicos y tácticos,"Elabora un plan de comunicación para afrontar un escenario de crisis, considerando los procesos de toma de decisiones, la creación de mensajes clave y el uso de medios de comunicación.",4,Acciones posteriores a la crisis comunicacional,"Conoce los procedimientos a seguir tras una crisis de comunicación, considerando la evaluación del potencial daño y la restitución de la reputación organizacional.",3.0,,,
40025,Fundamentos de la planificación estratégica en comunicación,"Identifica los pilares detrás de un plan estratégico de comunicación, considerando enfoques y el entendimiento de audiencias.",4,Diseño de planes estratégicos de comunicación,Descubre las herramientas existentes para la construcción de un sólido plan estratégico de comunicación basado en el modelo RPIE.,3,Implementación a niveles estratégicos y tácticos,Elabora un plan integral de comunicación con incidencia en el diseño de mensajes y selección de canales.,4,Evaluación de resultados,"Conoce mecanismos de evaluación de desempeño, efectividad de los planes e impacto ético relacionado.",3.0,,,
